"bloco";"y";"x";"id";"vulgar";"cient";"familia";"nome";"classif";"c7";"c10";"c13";"c16";"coordx";"coordy";"fuste7";"fuste10";"fuste13";"st7";"st10";"st13";"fito7";"fito10";"fito13";"copa7";"copa10";"copa13";"obs";"d7";"d10";"d13";"d16";"g7";"g10";"g13";"g16";"ipa0710";"ipa0713";"ipa0716";"ipa1013";"ipa1016";"ipa1316";"ipa0710.100";"ipa0713.100";"ipa0716.100";"ipa1013.100";"ipa1016.100";"ipa1316.100";"numcient";"numclassif";"sub100";"sub50";"sub25";"sub20";"sub15";"sub10";"G7.100";"G7.50";"G7.25";"G7.20";"G7.15";"G7.10";"Gnorm7.100";"Gnorm7.50";"Gnorm7.25";"Gnorm7.20";"Gnorm7.15";"Gnorm7.10";"bal7.100";"bal7.50";"bal7.25";"bal7.20";"bal7.15";"bal7.10";"d7.100";"d7.50";"d7.25";"d7.20";"d7.15";"d7.10";"dalt7.100";"dalt7.50";"dalt7.25";"dalt7.20";"dalt7.15";"dalt7.10";"Igh7.100";"Igh7.50";"Igh7.25";"Igh7.20";"Igh7.15";"Igh7.10";"dist7.3";"viz7.3";"dist7.5";"viz7.5";"dist7.7";"viz7.7";"dist7.10";"viz7.10";"dist7.12";"viz7.12";"dist7.15";"viz7.15";"dist7.17";"viz7.17";"dist7.20";"viz7.20";"Hg7.3";"Hg7.5";"Hg7.7";"Hg7.10";"Hg7.12";"Hg7.15";"Hg7.17";"Hg7.20";"TB7.3";"TB7.5";"TB7.7";"TB7.10";"TB7.12";"TB7.15";"TB7.17";"TB7.20";"poligonos.7";"areas.7";"diametros.7";"num.viz.7";"APA7.m";"APA7.v";"Hgalt7.3";"Hgalt7.5";"Hgalt7.7";"Hgalt7.10";"Hgalt7.12";"Hgalt7.15";"Hgalt7.17";"Hgalt7.20";"TBalt7.3";"TBalt7.5";"TBalt7.7";"TBalt7.10";"TBalt7.12";"TBalt7.15";"TBalt7.17";"TBalt7.20";"Ek7.3";"Ek7.5";"Ek7.7";"Ek7.10";"Ek7.12";"Ek7.15";"Ek7.17";"Ek7.20"
E4;7,2;24;E4/71A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;36,40000001;39;41,50000001;44,1;676974;7184257,2;1;42;NA;2;2;2;1;5;2;1;2;2;;11,59;12,41;13,21;14,04;0,0106;0,0121;0,0137;0,0155;0,27;0,27;0,27;0,27;0,27;0,28;2,32959447799827;2,32959447799827;2,32959447799827;2,17566478646253;2,17566478646253;2,11960635881908;59;8;"X3.Y2";"X5.Y3";"X9.Y6";"X12.Y7";"X15.Y9";"X23.Y14";2,1081;0,7291;0,0266;0,0524;0,0777;0,0266;2,1187;0,7397;0,0372;0,063;0,0883;0,0372;2,0175;0,6912;0,0266;0,0524;0,0777;0,0266;18,7550793650794;19,1242857142857;14,995;16,0433333333333;21,52;14,995;18,8706451612903;19,501;18,4;18,27;31,45;18,4;0,617965926690759;0,606035706282214;0,772924308102701;0,722418450031166;0,538568773234201;0,772924308102701;0;0;0;0;0;0;7,61642960936012;1;17,9125453814596;2;58,808198440697;5;58,808198440697;5;113,342956043246;8;0;0;0;0,208440907031598;0,402605117252278;0,785416574016318;0,785416574016318;1,29382532707433;0;0;0;0,89411973185322;2,01881571005693;3,90060354331439;3,90060354331439;7,87877921973807;775;160,469128311008;20,0859660361973;6;1,2612363323797;7,75506281577284;0;0;0;0,208440907031598;0,402605117252278;0,785416574016318;0,785416574016318;1,29382532707433;0;0;0;0,89411973185322;2,01881571005693;3,90060354331439;3,90060354331439;7,87877921973807;0;0;0;2,04658724928272;4,73492090640401;12,6802540595155;12,6802540595155;26,2386232744092
G8;44,5;11,3;G8/54A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;36,8;39,49999999;41,79999999;43,99999999;677061,3;7184494,5;2;2;2;3;3;2;3;3;3;2;2;3;;11,71;12,57;13,31;14,01;0,0108;0,0124;0,0139;0,0154;0,29;0,27;0,26;0,25;0,24;0,23;2,47651579846285;2,30572160546541;2,2203245089667;1,98886237072395;1,90930787589499;1,72802404207363;13;8;"X4.Y4";"X7.Y8";"X13.Y15";"X16.Y19";"X21.Y25";"X32.Y37";1,181;0,216;0,0685;0,0183;0;0,0183;1,1918;0,2268;0,0793;0,0291;0,0108;0,0291;1,086;0,1893;0,0596;0,0183;0;0,0183;15,9703773584906;14,9566666666667;15,1425;13,495;11,71;13,495;16,0523076923077;15,2518181818182;16,2866666666667;15,28;NA;15,28;0,733232517751025;0,782928459995543;0,773320125474657;0,867728788440163;1;0,867728788440163;0;0;0;0;0;0;7,55910047554443;1;7,55910047554443;1;7,55910047554443;1;57,4662795276177;4;135,533717087686;8;0;0;0;0,17262207834411;0,17262207834411;0,17262207834411;0,41860777464534;0,706939883712075;0;0;0;0,472278416135602;0,472278416135602;0,472278416135602;1,24075296195686;2,21687806845281;776;231,800477128968;21,5418806813413;6;0,499862649337829;6,80228110011506;0;0;0;0,17262207834411;0,17262207834411;0,17262207834411;0,290890725815095;0,406320171730403;0;0;0;0,472278416135602;0,472278416135602;0,472278416135602;1,14963526219727;1,90582276895073;0;0;0;1,72663084317336;1,72663084317336;1,72663084317336;4,88313500143406;8,67660697075708
H2;39,6;19,9;H2/49A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;58,80000001;59,19999999;60;60,30000001;677119,9;7184189,6;2;2;2;3;3;2;3;3;3;3;3;3;;18,72;18,84;19,1;19,19;0,0275;0,0279;0,0287;0,0289;0,04;0,06;0,05;0,09;0,06;0,03;0,213675213675214;0,32051282051282;0,267094017094017;0,477707006369427;0,318471337579618;0,157068062827225;44;6;"X4.Y1";"X8.Y2";"X15.Y3";"X19.Y4";"X25.Y5";"X37.Y7";2,847;0,8298;0,0531;0,1789;0,0302;0,0151;2,8745;0,8573;0,0806;0,2064;0,0577;0,0426;2,249;0,6161;0;0,1487;0;0;19,365223880597;19,9905555555556;15,8775;22,4825;15,4733333333333;16,285;19,375;20,0652941176471;14,93;23,7366666666667;13,85;13,85;0,966681310550533;0,936442208820832;1,17902692489372;0,83264761481152;1,20982335200345;1,1495241019343;0;0;0;0;11,362326482935;2;21,0422025155875;3;21,0422025155875;3;34,3977257175236;4;50,184428983588;5;50,184428983588;5;0;0;0,2608565041361;0,500968270951283;0,500968270951283;0,545005559251285;0,602834438089453;0,602834438089453;0;0;-1,71706486633021;0,843918344237521;0,843918344237521;0,26662909218618;0,16337764237247;0,16337764237247;777;115,408105193163;21,5323338122456;5;0,56253383083098;3,26745605100338;0;0;0,135530111918445;0,375641878733628;0,375641878733628;0,375641878733628;0,433470757571796;0,433470757571796;0;0;-0,892114974382799;1,66886823618493;1,66886823618493;1,66886823618493;1,56561678637122;1,56561678637122;0;0;0,874851671680994;3,59027623527089;3,59027623527089;3,59027623527089;5,00898515936585;5,00898515936585
G5;45;3;G5/183A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;NA;31,49999998;31,69999999;31,9;677053;7184345;NA;2;2;NA;2;1;NA;3;35;NA;2;2;;NA;10,03;10,09;10,15;NA;0,0079;0,008;0,0081;NA;NA;NA;0,02;0,02;0,02;NA;NA;NA;0,199401794616152;0,199401794616152;0,198216055500496;14;7;"X4.Y3";"X7.Y5";"X13.Y9";"X16.Y11";"X21.Y15";"X31.Y22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;20,1293650793651;18,91;14,32;14,32;14,32;14,32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
F3;26,6;21;F3/182A;Sucará;Xylosma ciliatifolia (Clos) Eichler;Salicaceae;Xylcil;Si;NA;NA;NA;33,3;677021;7184226,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;10,6;NA;NA;NA;0,0088;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79;7;"X3.Y1";"X6.Y2";"X11.Y4";"X14.Y5";"X19.Y7";"X28.Y10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;17,200652173913;20,1871428571429;12,19;16,105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
G6;25;49,9;G6/184A;Coutarea hexandra;Coutarea hexandra (Jacq.) K.Schum.;Rubiaceae;Couhex;Si;31,69999999;33,50000001;35,00000001;35,00000001;677099,9;7184375;2;2;2;2;2;1;3;3;3;3;3;3;;10,09;10,66;11,14;11,14;0,008;0,0089;0,0097;0,0097;0,19;0,18;0,12;0,16;0,08;0;1,88305252725471;1,78394449950446;1,18929633300297;1,50093808630394;0,75046904315197;0;21;7;"X4.Y3";"X7.Y5";"X14.Y10";"X18.Y13";"X24.Y17";"X35.Y25";2,8418;0,4807;0,1454;0,0877;0,0142;0,0106;2,8498;0,4887;0,1534;0,0957;0,0222;0,0186;2,8418;0,4807;0,1454;0,0877;0,0142;0,0106;20,1293650793651;18,91;15,97;15,86;11,76;10,855;20,2912903225806;19,7118181818182;16,95;17,7833333333333;13,43;11,62;0,501257737649332;0,533580116340561;0,631809643080776;0,636191677175284;0,857993197278912;0,929525564256103;0;0;0;0;5,72450871269029;1;14,5250768762583;2;49,2096963341298;5;77,722904389784;7;125,544337228334;10;184,023042040504;13;0;0;0,201176265118593;0,352418865362961;0,968048378713046;1,30182317986772;1,59576706696927;1,877870872969;0;0;0,267271844063796;0,64679279520269;4,23373691152572;6,18562760493252;7,25195836003621;8,54529462021499;778;90,0187624105234;15,0625157153834;5;0,7211642785171;4,22120033160077;0;0;0,201176265118593;0,352418865362961;1,32292532671318;1,65670012786785;1,95064401496941;2,23274782096913;0;0;0,267271844063796;0,64679279520269;6,12773440136191;8,07962509476871;9,1459558498724;10,4392921100512;0;0;1,4990980841335;3,43412259332015;19,559159582671;26,7912494228865;35,4407725205477;46,3028294578072
A5;11,6;15;A5/133A;Pau de leite;Sapium glandulosum (L.) Morong;Euphorbiaceae;Sapgla;P;49,69999999;53,99999999;57,9;58,39999999;676765;7184311,6;3;3;NA;3;2;2;3;3;35;3;2;3;;15,82;17,19;18,43;18,59;0,0197;0,0232;0,0267;0,0271;0,46;0,43;0,31;0,41;0,23;0,05;2,90771175726928;2,7180783817952;1,95954487989886;2,38510762070971;1,33798720186155;0,271296798697775;69;6;"X1.Y2";"X1.Y4";"X1.Y8";"X1.Y10";"X2.Y13";"X2.Y19";0,9023;0,3149;0,1155;0,0792;0,0545;0;0,922;0,3346;0,1352;0,0989;0,0742;0,0197;0,7375;0,2733;0,1155;0,0792;0,0363;0;17,7967857142857;18,2375;20,4925;20,16;17,51;15,82;17,87;18,4572727272727;22,05;22,33;18,355;NA;0,888924565029801;0,867443454420836;0,77198975234842;0,784722222222222;0,903483723586522;1;0;0;0;0;6,16116872062625;1;16,0282858278164;2;16,0282858278164;2;42,8209064566598;4;42,8209064566598;4;79,3885520933554;6;0;0;0,220478798949032;0,348539546397565;0,348539546397565;0,558731977671758;0,558731977671758;0,6692412350371;0;0;0,920279943157225;1,34289578471457;1,34289578471457;2,29221085342933;2,29221085342933;2,30292359779779;779;400,235126017018;35,8198607580413;4;1,05599096032187;14,5814857716417;0;0;0,220478798949032;0,220478798949032;0,220478798949032;0,430671230223225;0,430671230223225;0,541180487588567;0;0;0,920279943157225;0,920279943157225;0,920279943157225;1,86959501187199;1,86959501187199;1,88030775624045;0;0;1,60231148111556;1,60231148111556;1,60231148111556;5,55031493539741;5,55031493539741;9,14088670039639
D5;1,7;36;D5/197B;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;53,19999998;53,19999998;53,19999998;56,19999999;676936;7184301,7;3;41;NA;3;2;3;1;5;5;3;2;2;;16,93;16,93;16,93;17,89;0,0225;0,0225;0,0225;0,0251;0;0;0,11;0;0,16;0,32;0;0;0,6497341996456;0;0,945067926757236;1,89013585351447;44;6;"X2.Y2";"X4.Y4";"X8.Y7";"X10.Y9";"X13.Y12";"X19.Y18";1,2813;0,602;0,0677;0,0129;0;0;1,3038;0,6245;0,0902;0,0354;0,0225;0,0225;0,8642;0,503;0,0258;0;0;0;17,2530612244898;18,7785;14,89;14,865;16,93;16,93;17,2597916666667;18,8757894736842;14,38;12,8;NA;NA;0,981275136030282;0,901562957637724;1,13700470114171;1,1389169189371;1;1;0;0;0;0;0;0;0;0;0;0;26,0755959532158;2;41,6964153942451;3;97,4238612449103;6;0;0;0;0;0;0,17298293695526;0,212837664109722;0,438984458139672;0;0;0;0;0;0,330530732480491;-0,0785387164125785;1,01030635856251;780;233,993913246607;22,441778971096;6;1,21173150176459;7,47853781830676;0;0;0;0;0;0,113829477400092;0,113829477400092;0,186313598823736;0;0;0;0;0;0,653660664528223;0,653660664528223;0,945814407528457;0;0;0;0;0;2,06829994345561;2,06829994345561;4,1525442533152
D6;7;39;D6/130A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,7;36,59999999;36,59999999;NA;676939;7184357;3;3;NA;2;2;2;3;3;35;2;3;3;;11,05;11,65;11,65;NA;0,0096;0,0107;0,0107;NA;0,2;0,1;NA;0;NA;NA;1,80995475113122;0,904977375565611;NA;0;NA;NA;14;7;"X2.Y3";"X4.Y5";"X8.Y10";"X10.Y12";"X13.Y16";"X19.Y24";1,7165;0,6049;0,2322;0,1871;0,0691;0,0691;1,7261;0,6145;0,2418;0,1967;0,0787;0,0787;1,6462;0,5529;0,205;0,1775;0,0595;0,0595;16,8293650793651;16,8063636363636;16,38;19,966;16,5433333333333;16,5433333333333;16,9225806451613;17,0804761904762;17,04625;22,195;19,29;19,29;0,656590426786135;0,657489046356899;0,674603174603175;0,553440849444055;0,667942776546444;0,667942776546444;0;1;0;1;5,54436651010719;2;13,6400443691429;3;35,6785354787409;5;90,6715144780605;9;105,734382730687;10;215,524962332789;16;0;0;0,44935750737084;0,606639354498646;1,06446641791136;1,40441080335898;1,46563234033555;1,85433179949217;0;0;2,97238647011476;3,34542502878584;6,38341583958047;6,91610420932164;6,85901016948961;7,52601869674162;481;75,9388894613611;14,0011401247151;4;0,657011389826359;2,8037963993803;0;0;0,44935750737084;0,44935750737084;0,907184570783552;1,24712895623118;1,24712895623118;1,51020893752855;0;0;2,97238647011476;2,97238647011476;6,0103772809094;6,54306565065056;6,54306565065056;7,07278582794911;0;0;2,8764497006988;2,8764497006988;9,33966229277333;17,60090842845;17,60090842845;28,0160552845568
D6;7;39;D6/130A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,7;36,59999999;36,59999999;NA;676939;7184357;3;3;NA;2;2;2;3;3;35;2;3;3;;11,05;11,65;11,65;NA;0,0096;0,0107;0,0107;NA;0,2;0,1;NA;0;NA;NA;1,80995475113122;0,904977375565611;NA;0;NA;NA;14;7;"X2.Y3";"X4.Y5";"X8.Y10";"X10.Y12";"X13.Y16";"X19.Y24";1,7165;0,6049;0,2322;0,1871;0,0691;0,0691;1,7261;0,6145;0,2418;0,1967;0,0787;0,0787;1,6462;0,5529;0,205;0,1775;0,0595;0,0595;16,8293650793651;16,8063636363636;16,38;19,966;16,5433333333333;16,5433333333333;16,9225806451613;17,0804761904762;17,04625;22,195;19,29;19,29;0,656590426786135;0,657489046356899;0,674603174603175;0,553440849444055;0,667942776546444;0,667942776546444;0;1;0;1;5,54436651010719;2;13,6400443691429;3;35,6785354787409;5;90,6715144780605;9;105,734382730687;10;215,524962332789;16;0;0;0,44935750737084;0,606639354498646;1,06446641791136;1,40441080335898;1,46563234033555;1,85433179949217;0;0;2,97238647011476;3,34542502878584;6,38341583958047;6,91610420932164;6,85901016948961;7,52601869674162;481;75,9388894613611;14,0011401247151;4;0,657011389826359;2,8037963993803;0;0;0,44935750737084;0,44935750737084;0,907184570783552;1,24712895623118;1,24712895623118;1,51020893752855;0;0;2,97238647011476;2,97238647011476;6,0103772809094;6,54306565065056;6,54306565065056;7,07278582794911;0;0;2,8764497006988;2,8764497006988;9,33966229277333;17,60090842845;17,60090842845;28,0160552845568
F4;13,1;14;F4/59A;Guabiroba;Campomanesia xanthocarpa (Mart.) O.Berg;Myrtaceae;Camxan;St;58,39999999;61,39999999;66,29999999;66,29999999;677014;7184263,1;43;43;4;2;2;2;3;35;35;2;3;3;;18,59;19,54;21,1;21,1;0,0271;0,03;0,035;0,035;0,32;0,42;0,28;0,52;0,26;0;1,72135556750941;2,25927918235611;1,50618612157074;2,66120777891505;1,33060388945752;0;11;8;"X3.Y2";"X6.Y3";"X11.Y6";"X14.Y7";"X18.Y10";"X27.Y14";2,0916;0,3688;0,0395;0;0,0137;0;2,1187;0,3959;0,0666;0,0271;0,0408;0,0271;1,4777;0,2546;0;0;0;0;18,7550793650794;19,2015384615385;16,6466666666667;18,59;15,9;18,59;18,7577419354839;19,2525;15,675;NA;13,21;NA;0,991198151611839;0,968151590417434;1,11674008810573;1;1,16918238993711;1;0;0;0;0;0;0;9,91261822104535;1;9,91261822104535;1;23,1508205162743;2;23,1508205162743;2;60,0125633211072;4;0;0;0;0,0984395258217657;0,0984395258217657;0,152117289566816;0,152117289566816;0,243252579268586;0;0;0;-0,0453966843033065;-0,0453966843033065;-0,451796275427468;-0,451796275427468;-0,777403587289592;781;341,445834909081;24,8434800314837;7;1,21645332628151;9,77148673107127;0;0;0;0,0984395258217657;0,0984395258217657;0,152117289566816;0,152117289566816;0,243252579268586;0;0;0;-0,0453966843033065;-0,0453966843033065;-0,451796275427468;-0,451796275427468;-0,777403587289592;0;0;0;1,27809875158328;1,27809875158328;2,35560138442155;2,35560138442155;5,19634691388886
D4;32,5;42;D4/177A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,49999999;55;61,00000001;65,2;676942;7184282,5;3;3;NA;3;2;2;3;3;35;3;3;3;;16,07;17,51;19,42;20,75;0,0203;0,0241;0,0296;0,0338;0,48;0,56;0,52;0,64;0,54;0,44;2,9869321717486;3,48475420037337;3,23584318606098;3,65505425471159;3,08395202741291;2,26570545829042;14;7;"X2.Y2";"X4.Y4";"X8.Y7";"X10.Y8";"X13.Y11";"X20.Y16";1,2835;0,6042;0,0699;0,0258;0;0,0258;1,3038;0,6245;0,0902;0,0461;0,0203;0,0461;0,9746;0,5255;0,0483;0,0258;0;0,0258;17,2530612244898;18,7785;14,89;17,09;16,07;17,09;17,2777083333333;18,9210526315789;14,595;18,11;NA;18,11;0,931428909392004;0,855765902494874;1,07924781732707;0,94031597425395;1;0,94031597425395;0;0;0;0;5,93632883196274;1;5,93632883196274;1;5,93632883196274;1;5,93632883196274;1;38,8323161329944;3;96,8721933571991;6;0;0;0,189838644252918;0,189838644252918;0,189838644252918;0,189838644252918;0,278464299835947;0,508183556681982;0;0;0,343646731464084;0,343646731464084;0,343646731464084;0,343646731464084;-0,187828548472907;1,01157475629589;782;207,451688902811;22,8940458218206;5;0,875654335757095;4,52641584855609;0;0;0;0;0;0;0;0,181070966750281;0;0;0;0;0;0;0;1,2607912433964;0;0;0;0;0;0;0;5,45672767669517
F9;2,6;38;F9/150A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;61,6;61,6;NA;NA;677038;7184502,6;41;41;NA;1;1;NA;3;4;4;1;1;NA;;19,61;19,61;NA;NA;0,0302;0,0302;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;34;6;"X3.Y4";"X6.Y8";"X12.Y16";"X15.Y19";"X20.Y26";"X29.Y38";2,4597;0,8024;0,3566;0,0888;0,1744;0,0238;2,4899;0,8326;0,3868;0,119;0,2046;0,054;1,5365;0,5614;0,2631;0,0555;0,1441;0;16,8603488372093;17,9096296296296;19,7618181818182;16,35;21,474;14,73;16,828;17,8442307692308;19,777;15,535;21,94;12,29;1,16308388333713;1,0949416825213;0,992317600515227;1,19938837920489;0,913197354940859;1,33129667345553;0;0;0;0;13,0245921240633;2;38,0879219653297;5;38,0879219653297;5;80,9084751977653;8;127,932317832486;11;164,719085339545;13;0;0;0,192473147631376;0,533125196863022;0,533125196863022;0,847721719944511;1,05900819199278;1,16646779773045;0;0;-2,24805504242274;-2,73071990584927;-2,73071990584927;-0,689398271616386;-0,301237441285848;-0,330970608524394;783;85,592834997847;13,5574097853739;5;0,660108903272309;4,26658785696938;0;0;0,384946295262753;0,725598344494398;0,725598344494398;1,04019486757589;1,35279080158692;1,4602504073246;0;0;-4,49611008484548;-4,97877494827201;-4,97877494827201;-2,93745331403913;-3,02524139022254;-3,05497455746108;0;0;3,0746401083237;6,50355767549275;6,50355767549275;12,3710132827117;19,6590582451674;22,8317251224334
D4;12,9;34,5;D4/145A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;32,00000001;32,00000001;32,20000002;32,29999999;676934,5;7184262,9;2;2;NA;2;2;1;2;3;3;2;2;3;;10,19;10,19;10,25;10,28;0,0082;0,0082;0,0083;0,0083;0;0,01;0,01;0,02;0,01;0,01;0;0,098135426889107;0,098135426889107;0,196270853778214;0,098135426889107;0,0975609756097561;23;8;"X2.Y2";"X4.Y3";"X8.Y6";"X10.Y7";"X13.Y10";"X19.Y14";1,2956;0,277;0,0097;0,0217;0;0;1,3038;0,2852;0,0179;0,0299;0,0082;0,0082;1,2956;0,277;0,0097;0,0217;0;0;17,2530612244898;14,501875;10,65;11,2366666666667;10,19;10,19;17,4002083333333;14,7893333333333;11,11;11,76;NA;NA;0,590619824934942;0,702667758479507;0,956807511737089;0,906852566004153;1;1;0;0;0;0;0;0;0;0;11,6764720698975;1;40,1203409318468;3;56,1409526557982;4;56,1409526557982;4;0;0;0;0;0,108922894250026;0,264203773467959;0,33869074135243;0,33869074135243;0;0;0;0;0,237229189040857;0,383692815894132;0,506659406305581;0,506659406305581;784;309,047432470639;26,3330259743435;10;1,75091467532543;18,5841944437587;0;0;0;0;0,108922894250026;0,183966349123574;0,258453317008044;0,258453317008044;0;0;0;0;0,237229189040857;0,315987162811887;0,438953753223336;0,438953753223336;0;0;0;0;2,10611303781944;4,32731472166126;6,77110670134816;6,77110670134816
G5;4,5;33;G5/125A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;41,50000001;48,70000001;53,70000001;58,49999999;677083;7184304,5;3;3;2;3;3;2;3;3;3;3;3;3;;13,21;15,5;17,09;18,62;0,0137;0,0189;0,0229;0,0272;0,76;0,65;0,6;0,53;0,52;0,51;5,75321725965178;4,92051476154428;4,54201362604088;3,41935483870968;3,35483870967742;2,98420128730252;13;8;"X4.Y2";"X7.Y4";"X14.Y8";"X17.Y9";"X23.Y12";"X34.Y18";1,8011;0,2942;0,1876;0,0101;0;0;1,8148;0,3079;0,2013;0,0238;0,0137;0,0137;1,5204;0,2073;0,1526;0;0;0;17,1909259259259;14,624375;16,39625;12,27;13,21;13,21;17,2660377358491;14,7186666666667;16,8514285714286;11,33;NA;NA;0,768428649912206;0,903286465233557;0,805672028665091;1,07660961695192;1;1;0;0;0;0;5,02891638409428;1;14,9586696536909;2;25,9359188537409;3;25,9359188537409;3;74,1553404527152;6;144,773791285496;10;0;0;0,243406845277758;0,344114282094124;0,415488934906823;0,415488934906823;0,595545802833359;0,929400468134423;0;0;0,588595986475744;0,588595986475744;0,328057125794057;0,328057125794057;0,236706087634526;1,6508661420604;785;170,687572138609;17,918124252136;7;0,952005217752433;8,09526764985357;0;0;0;0,100707436816366;0,100707436816366;0,100707436816366;0,228377200976424;0,433127866709642;0;0;0;0;0;0;0,087259549121093;1,30965618598619;0;0;0;1,45621745383038;1,45621745383038;1,45621745383038;5,31159957383458;11,0395504261789
D5;48,4;6,8;D5/179A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;NA;NA;31,9;32,70000001;676906,8;7184348,4;NA;NA;2;NA;NA;2;NA;NA;3;NA;NA;2;;NA;NA;10,15;10,41;NA;NA;0,0081;0,0085;NA;NA;NA;NA;NA;0,09;NA;NA;NA;NA;NA;0,886699507389162;60;7;"X2.Y3";"X4.Y5";"X7.Y9";"X8.Y12";"X11.Y15";"X16.Y23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;16,8293650793651;16,8063636363636;13,3775;15,49;21,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
H4;17,8;15;H4/58A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;36,40000001;36,59999999;36,69999999;37,29999999;677115;7184267,8;1;1;2;1;1;1;2;5;3;1;1;2;;11,59;11,65;11,68;11,87;0,0106;0,0107;0,0107;0,0111;0,02;0,01;0,03;0,01;0,04;0,06;0,172562553925798;0,0862812769628991;0,258843830888697;0,0858369098712446;0,343347639484979;0,513698630136986;44;6;"X4.Y2";"X8.Y3";"X15.Y6";"X19.Y8";"X25.Y10";"X37.Y15";1,8042;0,1439;0,0294;0,0382;0,0082;0,0082;1,8148;0,1545;0,04;0,0488;0,0188;0,0188;1,6828;0,1052;0;0,03;0;0;17,1909259259259;12,6858333333333;11,255;13,7833333333333;10,905;10,905;17,2966037735849;12,7854545454545;11,1433333333333;14,88;10,22;10,22;0,674192888151587;0,913617552387834;1,02976454908929;0,84087061668682;1,06281522237506;1,06281522237506;0;0;0;0;0;0;8,83232698718144;1;8,83232698718144;1;23,2631966768433;2;88,7251478840063;6;145,80543858724;9;0;0;0;0,0998371835463742;0,0998371835463742;0,216665634506807;0,467666537838176;0,664954587124485;0;0;0;-0,15511201091041;-0,15511201091041;0,395790337386403;0,470204935420663;0,926157442758546;786;214,037231042702;21,9607682515397;7;1,15698692485023;9,04710064235636;0;0;0;0,0998371835463742;0,0998371835463742;0,216665634506807;0,467666537838176;0,664954587124485;0;0;0;-0,15511201091041;-0,15511201091041;0,395790337386403;0,470204935420663;0,926157442758546;0;0;0;1,32203309731284;1,32203309731284;4,00222640106372;12,2367055043811;20,0282584852006
